Iteration,PSO_N20,ABC_N20,FA_N20,CS_N20,GA_N20,HC_N20,ACO_N20,A*_N20,PSO_N50,ABC_N50,FA_N50,CS_N50,GA_N50,HC_N50,ACO_N50,A*_N50
0,-536.55,-539.2,-554.85,-513.2,538.4,-87.35,0.0,738,-1281.15,-1238.1,-1216.95,-1297.2,1324.95,0.0,0.0,1922
1,-596.0,-566.75,-562.5,-523.35,550.95,-90.35,669.8,738,-1401.1,-1284.8,-1262.9,-1297.2,1353.3,-44.25,1464.85,1922
2,-621.65,-578.0,-573.8,-539.8,582.35,-113.7,684.4,738,-1436.95,-1297.35,-1273.1,-1301.35,1382.9,-44.25,1529.45,1922
3,-634.6,-581.4,-576.5,-556.25,603.8,-113.7,689.3,738,-1444.7,-1318.85,-1283.4,-1318.25,1432.4,-46.35,1555.8,1922
4,-643.15,-592.55,-578.05,-559.75,616.05,-137.75,696.7,738,-1462.5,-1323.75,-1289.4,-1318.25,1454.8,-98.0,1567.7,1922
5,-645.0,-596.25,-579.95,-563.75,628.05,-144.85,700.4,738,-1472.25,-1332.5,-1297.8,-1323.4,1484.3,-98.0,1571.45,1922
6,-650.65,-604.05,-582.25,-567.05,645.0,-151.15,703.95,738,-1477.1,-1340.35,-1302.5,-1328.75,1500.35,-98.0,1583.35,1922
7,-653.4,-605.2,-582.25,-570.35,660.15,-182.35,704.7,738,-1481.85,-1342.35,-1310.1,-1333.1,1537.25,-98.0,1586.2,1922
8,-653.4,-612.4,-583.3,-572.55,668.3,-182.35,707.85,738,-1486.85,-1351.45,-1328.35,-1341.0,1553.4,-98.0,1592.05,1922
9,-660.15,-616.45,-586.2,-580.2,677.65,-182.35,710.6,738,-1493.1,-1363.55,-1328.35,-1353.05,1579.6,-98.0,1592.05,1922
10,-660.75,-616.45,-588.9,-585.6,683.85,-182.35,712.25,738,-1493.3,-1380.5,-1333.6,-1354.9,1597.8,-98.0,1605.5,1922
11,-663.3,-617.0,-589.1,-589.75,692.55,-182.35,712.55,738,-1496.7,-1385.05,-1336.65,-1356.4,1610.4,-98.0,1607.35,1922
12,-663.9,-620.0,-589.45,-590.2,699.45,-184.75,713.25,738,-1502.7,-1390.9,-1342.65,-1356.5,1621.05,-98.0,1608.5,1922
13,-664.65,-621.65,-589.45,-590.2,704.95,-184.75,714.4,738,-1508.55,-1394.65,-1342.65,-1359.45,1631.25,-98.0,1611.6,1922
14,-664.65,-621.8,-591.2,-591.15,709.95,-187.95,715.2,738,-1508.6,-1396.25,-1342.65,-1370.0,1634.6,-98.0,1611.6,1922
15,-664.65,-621.8,-592.7,-591.15,715.7,-207.1,715.35,738,-1521.3,-1396.25,-1342.65,-1374.8,1638.85,-98.0,1611.6,1922
16,-664.75,-625.45,-592.7,-598.55,716.4,-209.5,715.35,738,-1522.95,-1403.4,-1342.65,-1385.15,1652.55,-98.0,1613.65,1922
17,-665.65,-625.45,-592.7,-598.55,718.2,-209.5,715.35,738,-1528.15,-1404.7,-1349.3,-1389.65,1658.75,-102.9,1613.65,1922
18,-665.85,-625.45,-592.7,-599.35,720.3,-209.5,716.9,738,-1531.55,-1421.45,-1349.3,-1389.65,1668.65,-102.9,1613.65,1922
19,-666.2,-625.45,-592.7,-600.6,722.95,-209.5,717.5,738,-1531.55,-1426.15,-1349.3,-1390.95,1674.75,-103.75,1613.65,1922
20,-666.2,-626.65,-593.05,-602.05,723.85,-209.5,717.95,738,-1533.45,-1426.55,-1349.3,-1396.5,1692.1,-103.75,1619.5,1922
21,-668.25,-630.85,-593.05,-602.05,723.85,-209.5,717.95,738,-1533.8,-1428.15,-1349.3,-1396.5,1697.6,-103.75,1619.5,1922
22,-668.25,-635.65,-593.05,-603.55,725.15,-213.6,718.7,738,-1546.05,-1429.45,-1349.3,-1398.2,1703.5,-103.75,1622.9,1922
23,-668.25,-635.65,-593.05,-609.35,726.1,-213.6,719.0,738,-1553.1,-1429.45,-1349.3,-1398.2,1711.15,-103.75,1626.25,1922
24,-668.25,-638.4,-593.05,-610.15,726.1,-213.6,719.45,738,-1554.2,-1429.45,-1349.3,-1398.2,1716.1,-103.75,1629.7,1922
25,-670.65,-638.6,-595.3,-610.15,726.4,-213.6,719.45,738,-1554.2,-1429.45,-1349.3,-1406.1,1720.3,-103.75,1631.25,1922
26,-671.25,-641.95,-595.3,-613.2,727.3,-213.6,720.75,738,-1554.2,-1429.45,-1349.4,-1406.1,1722.2,-103.75,1631.75,1922
27,-671.35,-641.95,-595.3,-613.75,727.75,-213.6,720.85,738,-1555.85,-1431.6,-1349.4,-1406.55,1725.0,-103.75,1632.6,1922
28,-671.4,-641.95,-595.3,-613.75,727.75,-213.6,721.55,738,-1558.35,-1438.2,-1349.4,-1407.25,1726.6,-103.75,1632.6,1922
29,-672.0,-641.95,-595.3,-616.0,727.75,-213.6,722.55,738,-1558.35,-1438.2,-1349.4,-1407.8,1729.9,-103.75,1632.6,1922
30,-672.0,-641.95,-595.3,-621.25,729.25,-213.6,722.65,738,-1558.35,-1441.4,-1349.4,-1407.8,1732.95,-103.75,1635.0,1922
31,-672.0,-642.15,-595.3,-621.25,729.25,-213.6,722.65,738,-1559.7,-1441.4,-1349.4,-1410.5,1735.8,-103.75,1635.0,1922
32,-672.0,-642.15,-595.3,-621.25,729.85,-213.6,722.8,738,-1559.7,-1441.5,-1350.3,-1412.1,1736.65,-103.75,1635.0,1922
33,-672.0,-642.15,-595.3,-621.25,729.9,-213.6,724.0,738,-1559.7,-1441.5,-1350.3,-1412.1,1739.15,-103.75,1635.8,1922
34,-672.0,-642.15,-595.3,-622.75,730.2,-213.6,724.0,738,-1559.7,-1443.65,-1350.3,-1412.1,1741.0,-103.75,1638.95,1922
35,-672.0,-644.5,-595.3,-623.75,730.2,-213.6,724.45,738,-1560.9,-1443.65,-1350.3,-1412.1,1741.0,-103.75,1638.95,1922
36,-673.7,-644.5,-595.3,-627.0,730.85,-213.6,724.45,738,-1562.95,-1446.75,-1350.3,-1412.1,1746.75,-103.75,1639.95,1922
37,-673.7,-644.5,-595.3,-627.0,730.85,-213.6,725.5,738,-1563.45,-1447.75,-1350.3,-1412.1,1746.95,-103.75,1641.6,1922
38,-673.7,-644.6,-595.3,-628.25,732.1,-213.6,725.95,738,-1563.45,-1448.75,-1350.3,-1412.1,1748.25,-103.75,1641.6,1922
39,-673.7,-646.45,-600.55,-628.9,732.2,-213.6,725.95,738,-1563.45,-1448.75,-1350.3,-1415.1,1753.4,-103.75,1643.6,1922
40,-673.7,-646.45,-600.55,-632.35,732.2,-213.6,725.95,738,-1563.6,-1448.75,-1350.3,-1417.65,1754.0,-103.75,1643.6,1922
41,-673.7,-649.15,-600.55,-632.35,732.2,-213.6,725.95,738,-1563.6,-1448.75,-1350.3,-1417.75,1754.0,-103.75,1643.75,1922
42,-673.7,-649.15,-600.55,-634.3,732.2,-213.6,725.95,738,-1566.35,-1448.75,-1350.3,-1426.45,1758.9,-103.75,1645.05,1922
43,-673.7,-651.05,-600.55,-634.3,732.2,-213.6,725.95,738,-1566.35,-1448.75,-1350.3,-1426.45,1760.0,-103.75,1649.9,1922
44,-673.7,-651.05,-600.55,-634.3,732.2,-213.6,725.95,738,-1568.0,-1448.75,-1350.3,-1429.0,1761.6,-103.75,1649.9,1922
45,-674.3,-652.5,-600.55,-636.05,732.2,-213.6,725.95,738,-1569.25,-1449.6,-1350.3,-1431.8,1761.6,-103.75,1653.55,1922
46,-678.0,-652.5,-600.55,-636.05,732.2,-213.6,725.95,738,-1571.25,-1449.6,-1350.3,-1431.8,1761.6,-103.75,1653.55,1922
47,-678.0,-652.5,-600.55,-636.05,732.2,-213.6,725.95,738,-1571.25,-1450.3,-1350.3,-1436.05,1762.35,-103.75,1655.1,1922
48,-678.0,-652.5,-600.55,-636.05,732.5,-213.6,725.95,738,-1574.35,-1461.55,-1350.3,-1436.3,1766.85,-103.75,1655.1,1922
49,-678.0,-652.5,-600.55,-637.25,732.8,-213.6,725.95,738,-1574.85,-1463.45,-1350.3,-1438.85,1770.55,-103.75,1657.85,1922
50,-678.0,-652.5,-600.55,-637.25,732.8,-213.6,725.95,738,-1574.85,-1463.45,-1350.3,-1438.85,1770.7,-103.75,1657.85,1922
51,-678.0,-652.5,-600.55,-637.25,732.8,-213.6,725.95,738,-1575.4,-1463.45,-1350.3,-1438.85,1776.0,-103.75,1657.85,1922
52,-678.0,-652.5,-600.55,-638.8,732.8,-213.6,725.95,738,-1575.85,-1469.75,-1350.3,-1439.7,1777.8,-103.75,1658.0,1922
53,-678.0,-652.5,-600.55,-638.8,732.9,-213.6,726.5,738,-1576.2,-1469.75,-1350.3,-1439.7,1778.1,-103.75,1662.05,1922
54,-678.0,-652.5,-600.55,-638.8,733.5,-213.6,726.5,738,-1576.4,-1469.75,-1350.3,-1441.2,1778.7,-103.75,1662.05,1922
55,-678.0,-652.5,-600.55,-638.8,733.5,-213.6,726.5,738,-1577.65,-1469.75,-1350.3,-1441.2,1778.7,-103.75,1662.75,1922
56,-678.0,-653.0,-600.55,-639.7,733.55,-213.6,726.5,738,-1577.65,-1469.75,-1350.3,-1441.2,1778.7,-103.75,1662.75,1922
57,-678.0,-653.55,-600.55,-640.3,733.55,-216.6,726.5,738,-1577.65,-1469.75,-1350.3,-1441.2,1778.95,-103.75,1662.75,1922
58,-678.0,-653.55,-600.55,-640.3,733.55,-216.6,726.5,738,-1577.65,-1469.75,-1350.3,-1447.2,1781.7,-103.75,1665.6,1922
59,-678.0,-654.75,-600.55,-640.3,733.55,-216.6,726.5,738,-1577.65,-1472.95,-1350.3,-1447.2,1781.8,-103.75,1665.6,1922
60,-678.0,-658.25,-600.55,-640.9,733.55,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1447.25,1782.15,-103.75,1665.6,1922
61,-679.05,-658.25,-600.55,-640.9,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1447.25,1782.15,-103.75,1665.6,1922
62,-679.05,-659.95,-600.55,-640.9,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1448.2,1784.4,-103.75,1665.6,1922
63,-679.05,-659.95,-600.55,-640.9,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1448.2,1784.4,-103.75,1665.6,1922
64,-680.5,-659.95,-600.55,-640.95,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1448.2,1784.4,-103.75,1665.6,1922
65,-680.5,-659.95,-600.55,-640.95,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1448.55,1784.4,-103.75,1666.0,1922
66,-680.5,-660.4,-600.55,-640.95,733.85,-216.6,726.5,738,-1577.65,-1474.85,-1350.3,-1451.65,1785.0,-103.75,1666.3,1922
67,-680.5,-661.05,-600.55,-640.95,733.85,-216.6,726.6,738,-1578.9,-1474.85,-1350.3,-1452.7,1785.0,-103.75,1666.3,1922
68,-681.45,-661.05,-600.55,-640.95,733.85,-216.6,726.6,738,-1578.9,-1484.1,-1350.3,-1458.15,1789.8,-103.75,1666.3,1922
69,-681.45,-661.05,-600.55,-640.95,733.85,-216.6,726.6,738,-1578.9,-1484.1,-1350.3,-1458.15,1789.8,-103.75,1666.3,1922
70,-681.45,-661.05,-600.55,-641.8,733.85,-216.6,726.9,738,-1578.9,-1484.1,-1350.3,-1458.15,1791.1,-103.75,1666.3,1922
71,-681.45,-661.05,-600.55,-641.8,733.85,-216.6,726.9,738,-1579.15,-1484.1,-1350.3,-1458.15,1791.1,-103.75,1666.3,1922
72,-681.45,-661.05,-600.55,-641.8,734.35,-216.6,727.05,738,-1579.15,-1484.1,-1350.3,-1458.15,1792.6,-103.75,1666.65,1922
73,-681.45,-661.05,-600.55,-641.8,735.0,-216.6,727.05,738,-1579.15,-1484.4,-1350.3,-1458.15,1792.6,-103.75,1666.65,1922
74,-681.45,-664.25,-600.55,-641.8,735.6,-216.6,727.2,738,-1581.05,-1490.65,-1350.3,-1459.3,1792.6,-103.75,1666.65,1922
75,-681.45,-664.25,-600.55,-642.55,735.6,-216.6,727.35,738,-1581.05,-1490.65,-1350.3,-1459.3,1792.6,-103.75,1666.65,1922
76,-681.55,-664.25,-600.55,-642.55,735.6,-216.6,727.35,738,-1581.05,-1490.65,-1350.3,-1459.3,1792.6,-103.75,1666.65,1922
77,-682.15,-664.25,-600.55,-644.25,735.6,-216.6,727.35,738,-1581.05,-1493.75,-1350.3,-1459.3,1793.05,-103.75,1669.0,1922
78,-682.15,-664.25,-600.55,-644.25,736.2,-216.6,727.35,738,-1582.7,-1494.25,-1350.3,-1459.3,1793.05,-103.75,1669.0,1922
79,-682.15,-664.25,-600.55,-644.25,736.2,-216.6,727.35,738,-1582.7,-1494.25,-1350.3,-1460.0,1793.05,-103.75,1669.0,1922
80,-682.15,-664.25,-600.55,-644.25,736.2,-216.6,727.35,738,-1582.7,-1494.25,-1350.3,-1460.0,1794.0,-103.75,1669.0,1922
81,-682.15,-664.25,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1496.75,-1350.3,-1460.0,1794.5,-103.75,1669.0,1922
82,-682.15,-664.25,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1496.75,-1350.3,-1460.0,1794.5,-103.75,1672.65,1922
83,-682.15,-664.25,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1496.75,-1350.3,-1460.0,1794.5,-103.75,1674.3,1922
84,-682.15,-664.25,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1496.75,-1350.3,-1467.7,1795.5,-103.75,1674.3,1922
85,-682.15,-666.6,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1499.8,-1350.3,-1471.1,1795.5,-103.75,1674.3,1922
86,-682.15,-667.15,-600.55,-644.25,736.85,-216.6,727.35,738,-1582.7,-1499.8,-1350.3,-1471.1,1795.5,-103.75,1674.3,1922
87,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1501.35,-1350.3,-1471.1,1795.5,-103.75,1674.3,1922
88,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1471.1,1795.5,-103.75,1674.3,1922
89,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1476.65,1795.5,-103.75,1674.3,1922
90,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1476.65,1797.25,-103.75,1674.3,1922
91,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1482.7,1797.25,-103.75,1676.9,1922
92,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1482.7,1797.25,-103.75,1677.7,1922
93,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1502.55,-1350.3,-1482.7,1797.25,-103.75,1677.7,1922
94,-682.15,-667.15,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1505.6,-1350.3,-1482.7,1797.25,-103.75,1677.7,1922
95,-682.15,-667.3,-600.55,-648.4,736.85,-216.6,727.85,738,-1582.7,-1505.6,-1350.3,-1482.7,1797.25,-103.75,1677.7,1922
96,-682.15,-667.3,-600.55,-648.4,736.85,-216.6,727.85,738,-1584.0,-1505.6,-1350.3,-1482.7,1797.25,-103.75,1677.7,1922
97,-682.15,-667.3,-600.55,-648.4,737.35,-216.6,728.35,738,-1584.0,-1505.6,-1350.3,-1486.55,1797.25,-103.75,1677.7,1922
98,-682.15,-667.3,-600.55,-648.4,737.35,-216.6,728.35,738,-1584.0,-1505.6,-1350.3,-1486.55,1797.25,-103.75,1677.7,1922
99,-682.15,-667.3,-600.55,-649.25,737.35,-216.6,728.35,738,-1584.0,-1505.6,-1350.3,-1486.55,1797.25,-103.75,1677.7,1922
100,-682.15,-667.3,-600.55,-649.25,737.35,-216.6,728.35,738,-1584.0,-1505.6,-1350.3,-1486.55,1797.25,-103.75,1677.7,1922
101,-682.15,-667.3,-600.55,-649.25,737.35,-216.6,728.35,738,-1584.0,-1505.6,-1350.3,-1486.55,1798.05,-103.75,1677.7,1922
102,-682.15,-667.3,-600.55,-650.75,737.35,-216.6,728.35,738,-1584.0,-1510.75,-1350.3,-1486.55,1798.05,-103.75,1677.7,1922
103,-682.15,-668.55,-600.55,-651.6,737.35,-216.6,728.35,738,-1584.0,-1510.75,-1350.3,-1486.55,1798.45,-103.75,1677.7,1922
104,-682.15,-668.55,-600.55,-651.6,737.35,-216.6,728.35,738,-1584.0,-1510.75,-1350.3,-1490.2,1798.5,-103.75,1679.6,1922
105,-682.15,-668.55,-600.55,-653.15,737.35,-216.6,728.85,738,-1584.0,-1510.75,-1350.3,-1490.2,1798.5,-103.75,1679.6,1922
106,-682.15,-668.55,-600.55,-653.15,737.35,-216.6,728.85,738,-1584.0,-1510.75,-1350.3,-1493.25,1798.5,-103.75,1680.65,1922
107,-682.15,-668.55,-600.55,-653.15,737.35,-216.6,728.85,738,-1586.85,-1510.75,-1350.3,-1493.25,1800.6,-103.75,1680.65,1922
108,-682.15,-668.55,-600.55,-653.15,737.35,-216.6,728.85,738,-1586.85,-1511.9,-1350.3,-1493.25,1800.6,-103.75,1680.65,1922
109,-682.15,-668.55,-600.55,-653.3,737.35,-216.6,728.85,738,-1586.85,-1511.9,-1350.3,-1493.65,1800.6,-103.75,1680.65,1922
110,-682.15,-668.55,-600.55,-654.55,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1493.65,1800.6,-103.75,1680.65,1922
111,-682.15,-668.55,-600.55,-657.35,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1493.65,1800.6,-103.75,1680.65,1922
112,-682.15,-668.55,-600.55,-657.75,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1497.95,1800.6,-103.75,1680.65,1922
113,-682.15,-668.55,-600.55,-657.75,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1501.3,1802.4,-103.75,1680.65,1922
114,-682.15,-668.55,-600.55,-657.75,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1506.75,1802.4,-103.75,1680.65,1922
115,-682.15,-668.55,-600.55,-657.75,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1509.85,1802.4,-103.75,1680.65,1922
116,-682.15,-668.55,-600.55,-657.75,737.35,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1509.85,1802.4,-103.75,1680.65,1922
117,-682.25,-668.55,-600.55,-657.75,738.0,-216.6,728.85,738,-1586.85,-1514.2,-1350.3,-1509.85,1802.4,-103.75,1680.65,1922
118,-682.25,-668.55,-600.55,-657.75,738.0,-216.6,728.85,738,-1586.85,-1518.3,-1350.3,-1509.85,1802.4,-103.75,1681.85,1922
119,-682.25,-668.55,-600.55,-658.7,738.0,-216.6,728.85,738,-1586.85,-1518.3,-1350.3,-1509.85,1803.05,-103.75,1681.85,1922
120,-682.25,-668.55,-600.55,-658.7,738.0,-216.6,728.85,738,-1586.85,-1518.3,-1350.3,-1509.85,1803.05,-103.75,1681.85,1922
121,-682.5,-669.2,-600.55,-658.7,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.05,-103.75,1681.85,1922
122,-683.1,-671.6,-600.55,-658.7,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.2,-103.75,1681.85,1922
123,-683.1,-671.6,-600.55,-658.7,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.2,-103.75,1681.85,1922
124,-683.1,-671.6,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.2,-103.75,1681.85,1922
125,-683.1,-671.6,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.2,-103.75,1682.2,1922
126,-683.1,-671.6,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1522.9,-1350.3,-1509.85,1803.2,-103.75,1682.2,1922
127,-683.1,-671.6,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1803.2,-103.75,1682.2,1922
128,-683.1,-671.7,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1803.2,-103.75,1683.55,1922
129,-683.1,-674.0,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1803.2,-103.75,1683.55,1922
130,-683.1,-674.0,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1803.8,-103.75,1683.55,1922
131,-683.1,-674.0,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1804.35,-103.75,1683.55,1922
132,-683.1,-675.95,-600.55,-659.9,738.0,-216.6,728.85,738,-1586.85,-1523.7,-1350.3,-1509.85,1804.35,-103.75,1683.55,1922
133,-683.1,-676.75,-600.55,-659.9,738.0,-216.6,729.25,738,-1586.85,-1523.7,-1350.3,-1509.85,1804.6,-103.75,1683.55,1922
134,-683.1,-676.75,-600.55,-659.9,738.0,-216.6,729.25,738,-1586.85,-1523.7,-1350.3,-1509.85,1804.6,-103.75,1683.55,1922
135,-683.1,-676.75,-600.55,-659.9,738.0,-216.6,729.25,738,-1586.85,-1526.1,-1350.3,-1509.85,1804.6,-103.75,1683.55,1922
136,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.25,738,-1586.85,-1526.9,-1350.3,-1509.85,1804.6,-103.75,1683.7,1922
137,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.25,738,-1586.85,-1526.9,-1350.3,-1509.85,1804.6,-103.75,1683.7,1922
138,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.25,738,-1586.85,-1526.9,-1350.3,-1509.85,1804.6,-103.75,1683.7,1922
139,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.25,738,-1586.85,-1526.9,-1350.3,-1509.85,1804.6,-103.75,1683.7,1922
140,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.65,738,-1586.85,-1526.9,-1350.3,-1516.65,1804.6,-103.75,1683.7,1922
141,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.8,738,-1586.85,-1526.9,-1350.3,-1516.65,1804.6,-103.75,1686.2,1922
142,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.8,738,-1586.85,-1526.9,-1350.3,-1516.65,1804.6,-103.75,1686.2,1922
143,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.8,738,-1586.85,-1527.55,-1350.3,-1516.65,1804.7,-103.75,1686.2,1922
144,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.8,738,-1586.85,-1527.55,-1350.3,-1516.65,1804.7,-103.75,1686.2,1922
145,-683.1,-676.75,-600.55,-661.1,738.0,-216.6,729.8,738,-1586.85,-1527.55,-1350.3,-1516.65,1804.7,-103.75,1686.2,1922
146,-683.1,-676.75,-600.55,-661.6,738.0,-216.6,730.2,738,-1586.85,-1527.55,-1350.3,-1516.95,1804.7,-103.75,1686.8,1922
147,-683.1,-676.75,-600.55,-661.6,738.0,-216.6,730.2,738,-1587.5,-1527.55,-1350.3,-1516.95,1804.7,-103.75,1686.8,1922
148,-683.1,-678.4,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1804.7,-103.75,1686.8,1922
149,-683.1,-678.7,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1804.7,-103.75,1686.8,1922
150,-683.1,-680.65,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1804.7,-103.75,1686.8,1922
151,-683.1,-680.65,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1804.7,-103.75,1686.8,1922
152,-683.1,-680.65,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1805.8,-103.75,1686.8,1922
153,-683.1,-680.65,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1805.8,-103.75,1686.8,1922
154,-683.1,-680.65,-600.55,-661.6,738.0,-216.6,730.2,738,-1588.0,-1530.35,-1350.3,-1518.55,1805.8,-103.75,1688.1,1922
155,-683.1,-680.65,-600.55,-663.0,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1805.85,-103.75,1688.1,1922
156,-683.1,-681.65,-600.55,-663.0,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1807.55,-103.75,1688.1,1922
157,-683.1,-681.65,-600.55,-663.0,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1808.3,-103.75,1688.1,1922
158,-683.1,-681.65,-600.55,-663.0,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1808.3,-103.75,1688.1,1922
159,-683.1,-681.65,-600.55,-663.1,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1808.6,-103.75,1688.1,1922
160,-683.1,-681.65,-600.55,-663.1,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1808.6,-103.75,1691.25,1922
161,-683.1,-681.65,-600.55,-663.1,738.0,-216.6,730.2,738,-1588.0,-1530.75,-1350.3,-1518.55,1808.6,-103.75,1691.25,1922
162,-683.1,-681.65,-600.55,-663.1,738.0,-216.6,730.2,738,-1588.0,-1537.25,-1350.3,-1518.55,1811.8,-103.75,1691.25,1922
163,-683.1,-681.65,-600.55,-663.1,738.0,-216.6,731.2,738,-1588.7,-1537.25,-1350.3,-1518.55,1813.95,-103.75,1691.65,1922
164,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,731.2,738,-1588.85,-1537.25,-1350.3,-1518.55,1813.95,-103.75,1691.65,1922
165,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,731.2,738,-1589.7,-1537.25,-1350.3,-1518.55,1813.95,-103.75,1691.65,1922
166,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1537.25,-1350.3,-1518.55,1813.95,-103.75,1691.65,1922
167,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1537.25,-1350.3,-1518.55,1813.95,-103.75,1691.65,1922
168,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1537.25,-1350.3,-1518.55,1814.1,-103.75,1691.65,1922
169,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1537.25,-1350.3,-1521.45,1814.1,-103.75,1691.65,1922
170,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1537.25,-1350.3,-1521.85,1814.55,-103.75,1691.65,1922
171,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1538.85,-1350.3,-1521.85,1814.55,-103.75,1694.5,1922
172,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1538.85,-1350.3,-1526.65,1815.2,-103.75,1694.5,1922
173,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1589.7,-1538.85,-1350.3,-1526.65,1815.2,-103.75,1694.5,1922
174,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1590.9,-1538.85,-1350.3,-1526.65,1815.2,-103.75,1696.7,1922
