Iteration,PSO_N20,ABC_N20,FA_N20,CS_N20,GA_N20,HC_N20,ACO_N20,A*_N20,PSO_N50,ABC_N50,FA_N50,CS_N50,GA_N50,HC_N50,ACO_N50,A*_N50
350,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
351,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
352,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
353,-692.75,-695.55,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
354,-692.75,-695.55,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
355,-692.75,-695.55,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
356,-692.75,-695.55,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
357,-692.75,-695.55,-600.55,-674.75,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
358,-692.75,-695.55,-600.55,-674.75,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
359,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.0,738,-1598.2,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
360,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.0,738,-1598.2,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
361,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
362,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
363,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1561.75,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
364,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1562.4,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
365,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1562.4,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
366,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.4,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
367,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1712.4,1922
368,-692.75,-695.55,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1713.35,1922
369,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1713.35,1922
370,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1713.35,1922
371,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1714.0,1922
372,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1714.0,1922
373,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1714.0,1922
374,-692.75,-696.65,-600.55,-677.0,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1714.0,1922
375,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1835.45,-103.75,1714.0,1922
376,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
377,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
378,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1563.9,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
379,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
380,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
381,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
382,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1714.0,1922
383,-692.75,-696.65,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
384,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
385,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
386,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
387,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
388,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
389,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.35,1836.15,-103.75,1717.05,1922
390,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
391,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
392,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
393,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
394,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
395,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
396,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
397,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
398,-692.75,-698.0,-600.55,-677.55,738.0,-216.6,736.5,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
399,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
400,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
401,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
402,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
403,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1551.9,1836.15,-103.75,1717.05,1922
404,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1565.4,-1350.3,-1552.05,1836.15,-103.75,1717.05,1922
405,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1569.6,-1350.3,-1552.05,1836.15,-103.75,1717.05,1922
406,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1552.05,1836.15,-103.75,1717.05,1922
407,-692.75,-698.4,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1552.05,1836.35,-103.75,1717.05,1922
408,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1552.05,1836.35,-103.75,1717.05,1922
409,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1552.05,1836.35,-103.75,1717.05,1922
410,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1554.25,1836.35,-103.75,1717.05,1922
411,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1554.25,1836.35,-103.75,1717.05,1922
412,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1554.25,1836.35,-103.75,1717.05,1922
413,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1554.25,1836.35,-103.75,1717.05,1922
414,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
415,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
416,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
417,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
418,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
419,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
420,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
421,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.05,1922
422,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
423,-692.75,-699.1,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
424,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
425,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
426,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
427,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
428,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
429,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1836.35,-103.75,1717.55,1922
430,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
431,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
432,-692.75,-699.35,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
433,-692.75,-699.6,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
434,-692.75,-699.6,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
435,-692.75,-699.6,-600.55,-677.55,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
436,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
437,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
438,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
439,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
440,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
441,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1571.75,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
442,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
443,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
444,-692.75,-699.6,-600.55,-678.95,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
445,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
446,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
447,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
448,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
449,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
450,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.0,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
451,-692.75,-700.75,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
452,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
453,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
454,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
455,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
456,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
457,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1838.2,-103.75,1717.55,1922
458,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1839.0,-103.75,1717.55,1922
459,-692.75,-702.3,-600.55,-679.65,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.6,1839.0,-103.75,1717.55,1922
460,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.7,-103.75,1717.55,1922
461,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1717.55,1922
462,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
463,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
464,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
465,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
466,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
467,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
468,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1572.15,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
469,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
470,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
471,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.1,1922
472,-692.75,-702.3,-600.55,-680.1,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
473,-692.75,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
474,-692.75,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
475,-692.75,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
476,-692.75,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
477,-692.75,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
478,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
479,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
480,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
481,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
482,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1718.45,1922
483,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
484,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
485,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
486,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
487,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
488,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
489,-693.3,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
490,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
491,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.3,1922
492,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
493,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
494,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
495,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
496,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
497,-693.6,-703.55,-600.55,-682.5,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
498,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
499,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
500,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
501,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
502,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1574.8,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
503,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1575.05,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
504,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
505,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
506,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
507,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1839.9,-103.75,1720.65,1922
508,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
509,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
510,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
511,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
512,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
513,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
514,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
515,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
516,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
517,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
518,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
519,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
520,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
521,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
522,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
523,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
524,-693.6,-703.55,-600.55,-683.95,738.0,-216.6,737.0,738,-1598.2,-1578.5,-1350.3,-1555.7,1840.3,-103.75,1720.65,1922
